,days_since,year,num_claims,sqrt_claims,topics,ncites,sqrt_ncites,xi
17865,770,2003,34,5.830951894845301,"electron, card",3.0,1.7320508075688772,1.9706887813629672
17866,777,2003,12,3.4641016151377544,"electron, card",3.0,1.7320508075688772,2.319447375079706
17871,805,2003,23,4.795831523312719,"electron, card",6.0,2.449489742783178,-4.426638592816896
17873,812,2003,23,4.795831523312719,"electron, card",2.0,1.4142135623730951,2.2317174829848647
17874,819,2003,11,3.3166247903554,"electron, card",63.0,7.937253933193772,0.537437210322487
17886,882,2004,43,6.557438524302,"electron, card",13.0,3.605551275463989,1.7064885063265618
17889,903,2004,20,4.47213595499958,"electron, card",22.0,4.69041575982343,1.5013425491728412
17890,910,2004,14,3.7416573867739413,"electron, card",4.0,2.0,-2.429506359225306
17898,938,2004,5,2.23606797749979,"electron, card",0.0,0.0,-2.5739205791707236
17899,938,2004,5,2.23606797749979,"electron, card",1.0,1.0,-2.3631152589481235
17903,945,2004,2,1.4142135623730951,"electron, card",0.0,0.0,-2.1533372887998077
17906,959,2004,6,2.449489742783178,"electron, card",0.0,0.0,-1.0411626591388723
17911,966,2004,25,5.0,"electron, card",35.0,5.916079783099616,1.9520267997433056
17913,973,2004,25,5.0,"electron, card",3.0,1.7320508075688772,1.7845197329373368
17914,980,2004,27,5.196152422706632,"electron, card",21.0,4.58257569495584,-2.618430617404339
17916,1015,2004,11,3.3166247903554,"electron, card",1.0,1.0,-1.1755369442147532
17917,1029,2004,27,5.196152422706632,"electron, card",1.0,1.0,3.1816720338787894
17929,1113,2004,14,3.7416573867739413,"electron, card",3.0,1.7320508075688772,-3.656739140567472
17930,1113,2004,31,5.5677643628300215,"electron, card",5.0,2.23606797749979,1.7229091959435965
17933,1127,2004,20,4.47213595499958,"electron, card",16.0,4.0,1.528377235519329
17936,1162,2004,32,5.656854249492381,"electron, card",10.0,3.1622776601683795,0.4714157237879581
17940,1176,2004,14,3.7416573867739413,"electron, card",25.0,5.0,1.3472014321602601
17946,1211,2004,18,4.242640687119285,"electron, card",3.0,1.7320508075688772,2.0376077209446115
17950,1232,2004,6,2.449489742783178,"electron, card",5.0,2.23606797749979,-4.5164409233069485
17952,1253,2005,20,4.47213595499958,"electron, card",1.0,1.0,-4.379106014514037
17955,1274,2005,34,5.830951894845301,"electron, card",48.0,6.928203230275509,1.6010962370662256
17958,1309,2005,56,7.483314773547883,"electron, card",14.0,3.7416573867739413,2.772930079376079
17960,1316,2005,15,3.872983346207417,"electron, card",8.0,2.8284271247461903,1.912515945538593
17967,1344,2005,4,2.0,"electron, card",19.0,4.358898943540674,2.652240965392485
17968,1351,2005,17,4.123105625617661,"electron, card",1.0,1.0,-2.447838583469502
17969,1358,2005,15,3.872983346207417,"electron, card",1.0,1.0,0.29399642948491844
17970,1365,2005,16,4.0,"electron, card",10.0,3.1622776601683795,2.518465622712257
17973,1379,2005,4,2.0,"electron, card",32.0,5.656854249492381,-0.3022633692974745
17975,1386,2005,7,2.6457513110645907,"electron, card",0.0,0.0,1.779267632585745
17977,1393,2005,18,4.242640687119285,"electron, card",19.0,4.358898943540674,1.5442569934341877
17979,1400,2005,34,5.830951894845301,"electron, card",10.0,3.1622776601683795,2.1864100296612556
17981,1407,2005,48,6.928203230275509,"electron, card",7.0,2.6457513110645907,-2.395210761998712
17983,1421,2005,9,3.0,"electron, card",2.0,1.4142135623730951,-2.439130051647931
17986,1456,2005,38,6.164414002968976,"electron, card",26.0,5.0990195135927845,-2.2130438493161493
17988,1456,2005,3,1.7320508075688772,"electron, card",4.0,2.0,-0.9785234652290146
17990,1463,2005,20,4.47213595499958,"electron, card",1.0,1.0,1.0396911661997803
17996,1477,2005,2,1.4142135623730951,"electron, card",0.0,0.0,1.554007061911398
17997,1477,2005,15,3.872983346207417,"electron, card",4.0,2.0,-2.9888541961219253
17999,1491,2005,15,3.872983346207417,"electron, card",4.0,2.0,0.24210488977354266
18000,1491,2005,59,7.681145747868608,"electron, card",32.0,5.656854249492381,1.5081539811919678
18001,1491,2005,19,4.358898943540674,"electron, card",22.0,4.69041575982343,0.9671529440936951
18012,1561,2005,16,4.0,"electron, card",8.0,2.8284271247461903,2.8646401815958784
18013,1561,2005,24,4.898979485566356,"electron, card",5.0,2.23606797749979,1.722104324151987
18019,1589,2005,20,4.47213595499958,"electron, card",1.0,1.0,4.498105507752457
18033,1701,2006,21,4.58257569495584,"electron, card",5.0,2.23606797749979,2.9599889286671583
18035,1701,2006,18,4.242640687119285,"electron, card",4.0,2.0,-3.1180001736286784
18039,1715,2006,2,1.4142135623730951,"electron, card",0.0,0.0,2.5734424848202324
18040,1722,2006,30,5.477225575051661,"electron, card",8.0,2.8284271247461903,4.067345505555567
18042,1722,2006,23,4.795831523312719,"electron, card",0.0,0.0,2.9780320850810478
18043,1722,2006,13,3.605551275463989,"electron, card",1.0,1.0,-0.7916890057337583
18044,1722,2006,16,4.0,"electron, card",9.0,3.0,1.539601364578228
18045,1729,2006,14,3.7416573867739413,"electron, card",0.0,0.0,0.6730693505563682
18046,1729,2006,11,3.3166247903554,"electron, card",19.0,4.358898943540674,4.654501164293906
18050,1743,2006,21,4.58257569495584,"electron, card",2.0,1.4142135623730951,2.617473710883637
18051,1743,2006,24,4.898979485566356,"electron, card",16.0,4.0,1.5569698045596994
18058,1785,2006,21,4.58257569495584,"electron, card",0.0,0.0,0.22773532982841324
18059,1792,2006,13,3.605551275463989,"electron, card",8.0,2.8284271247461903,1.7629387109420582
18062,1806,2006,15,3.872983346207417,"electron, card",1.0,1.0,0.6181054280214222
18066,1834,2006,14,3.7416573867739413,"electron, card",8.0,2.8284271247461903,1.3990899689666463
18069,1841,2006,12,3.4641016151377544,"electron, card",6.0,2.449489742783178,0.8279276574512635
18070,1841,2006,29,5.385164807134504,"electron, card",7.0,2.6457513110645907,0.5243447622203343
18071,1862,2006,5,2.23606797749979,"electron, card",5.0,2.23606797749979,-3.2470993532809334
18077,1897,2006,25,5.0,"electron, card",2.0,1.4142135623730951,-0.2453323910694361
18080,1911,2006,15,3.872983346207417,"electron, card",2.0,1.4142135623730951,0.5382495246280673
18081,1918,2006,20,4.47213595499958,"electron, card",0.0,0.0,1.4119220443790832
18083,1925,2006,10,3.1622776601683795,"electron, card",0.0,0.0,-4.421586311318524
18085,1939,2006,27,5.196152422706632,"electron, card",6.0,2.449489742783178,-1.9199564667273141
18088,1939,2006,25,5.0,"electron, card",5.0,2.23606797749979,2.047135496165874
18089,1946,2006,26,5.0990195135927845,"electron, card",4.0,2.0,3.9453581812281513
18091,1946,2006,24,4.898979485566356,"electron, card",3.0,1.7320508075688772,2.0062667444588977
18103,2016,2007,3,1.7320508075688772,"electron, card",1.0,1.0,-1.4752463965059033
18105,2016,2007,10,3.1622776601683795,"electron, card",1.0,1.0,1.3349925212720197
18106,2016,2007,88,9.38083151964686,"electron, card",2.0,1.4142135623730951,3.452405137341937
18107,2023,2007,8,2.8284271247461903,"electron, card",1.0,1.0,-2.0535458369835986
18108,2023,2007,6,2.449489742783178,"electron, card",1.0,1.0,3.367749347253367
18109,2044,2007,6,2.449489742783178,"electron, card",1.0,1.0,-4.439503947391587
18113,2079,2007,8,2.8284271247461903,"electron, card",1.0,1.0,3.1111906454320257
18114,2086,2007,4,2.0,"electron, card",1.0,1.0,-2.526613162250763
18116,2093,2007,10,3.1622776601683795,"electron, card",0.0,0.0,1.8570046665993452
18121,2107,2007,5,2.23606797749979,"electron, card",2.0,1.4142135623730951,-2.243727844206187
18122,2121,2007,18,4.242640687119285,"electron, card",2.0,1.4142135623730951,1.8757221547317782
18124,2135,2007,9,3.0,"electron, card",1.0,1.0,2.556525678481645
18126,2149,2007,28,5.291502622129181,"electron, card",6.0,2.449489742783178,2.14476736858693
18128,2163,2007,5,2.23606797749979,"electron, card",3.0,1.7320508075688772,1.8491996629551384
18129,2163,2007,34,5.830951894845301,"electron, card",1.0,1.0,3.2970561896691213
18130,2163,2007,20,4.47213595499958,"electron, card",0.0,0.0,-1.7431399762350626
18131,2170,2007,25,5.0,"electron, card",8.0,2.8284271247461903,1.4295440932496197
18132,2170,2007,26,5.0990195135927845,"electron, card",0.0,0.0,1.5624606553086384
18133,2177,2007,25,5.0,"electron, card",0.0,0.0,-4.416813427509607
18134,2177,2007,24,4.898979485566356,"electron, card",27.0,5.196152422706632,3.3492643520372893
18135,2177,2007,17,4.123105625617661,"electron, card",1.0,1.0,1.6159485781067995
18139,2212,2007,41,6.4031242374328485,"electron, card",18.0,4.242640687119285,2.7139144096372054
18141,2219,2007,24,4.898979485566356,"electron, card",1.0,1.0,1.8430118024648194
18143,2226,2007,5,2.23606797749979,"electron, card",0.0,0.0,-1.8363385987797902
18148,2247,2007,40,6.324555320336759,"electron, card",1.0,1.0,2.2286343326968865
18149,2275,2007,13,3.605551275463989,"electron, card",2.0,1.4142135623730951,-1.7787845711764407
18151,2275,2007,24,4.898979485566356,"electron, card",1.0,1.0,1.4501008705300733
18154,2324,2007,33,5.744562646538029,"electron, card",0.0,0.0,3.4029294064349638
18155,2324,2007,18,4.242640687119285,"electron, card",1.0,1.0,1.165448475304139
18167,2387,2008,18,4.242640687119285,"electron, card",0.0,0.0,1.9023847367516986
18168,2408,2008,14,3.7416573867739413,"electron, card",0.0,0.0,-0.6421935413122796
18172,2436,2008,4,2.0,"electron, card",0.0,0.0,4.0529116719526606
18177,2471,2008,25,5.0,"electron, card",0.0,0.0,2.0758334296045375
18178,2478,2008,25,5.0,"electron, card",8.0,2.8284271247461903,1.1237991545566801
18179,2478,2008,18,4.242640687119285,"electron, card",0.0,0.0,3.0816419076401536
18181,2485,2008,29,5.385164807134504,"electron, card",1.0,1.0,0.5778283436832613
18186,2506,2008,13,3.605551275463989,"electron, card",1.0,1.0,0.7163582680498238
18199,2611,2008,21,4.58257569495584,"electron, card",0.0,0.0,0.978690259689818
18201,2618,2008,8,2.8284271247461903,"electron, card",2.0,1.4142135623730951,1.4986723305605196
18207,2646,2008,19,4.358898943540674,"electron, card",2.0,1.4142135623730951,1.4229772471377955
18209,2660,2008,17,4.123105625617661,"electron, card",1.0,1.0,0.7522202615115662
18212,2660,2008,14,3.7416573867739413,"electron, card",0.0,0.0,-0.5132255617089027
18220,2716,2009,16,4.0,"electron, card",0.0,0.0,0.8316375230358716
18222,2730,2009,2,1.4142135623730951,"electron, card",0.0,0.0,-1.6216600086177284
18231,2779,2009,23,4.795831523312719,"electron, card",11.0,3.3166247903554,-2.263710871227357
18232,2786,2009,12,3.4641016151377544,"electron, card",1.0,1.0,-1.570706529263296
18236,2793,2009,28,5.291502622129181,"electron, card",2.0,1.4142135623730951,3.4540407017085983
18237,2793,2009,3,1.7320508075688772,"electron, card",0.0,0.0,-1.3678749521282423
18238,2793,2009,4,2.0,"electron, card",0.0,0.0,-1.3678749521282423
18242,2807,2009,14,3.7416573867739413,"electron, card",0.0,0.0,2.8044897025515585
18243,2814,2009,34,5.830951894845301,"electron, card",1.0,1.0,1.8279696340431602
18245,2821,2009,2,1.4142135623730951,"electron, card",0.0,0.0,-2.377854748714171
18249,2835,2009,13,3.605551275463989,"electron, card",1.0,1.0,0.7371296874800441
18251,2842,2009,18,4.242640687119285,"electron, card",0.0,0.0,-1.3182360024632693
18252,2856,2009,13,3.605551275463989,"electron, card",3.0,1.7320508075688772,3.7214293529213545
18254,2870,2009,20,4.47213595499958,"electron, card",0.0,0.0,1.5132710234435611
18255,2870,2009,51,7.14142842854285,"electron, card",0.0,0.0,0.3091454235512966
18256,2870,2009,9,3.0,"electron, card",0.0,0.0,-1.8751981071849926
18258,2891,2009,16,4.0,"electron, card",0.0,0.0,3.6571283931453547
18261,2905,2009,13,3.605551275463989,"electron, card",1.0,1.0,1.6659670476533464
18270,2940,2009,4,2.0,"electron, card",0.0,0.0,-1.3591155423939205
18275,2947,2009,21,4.58257569495584,"electron, card",1.0,1.0,0.5171181071182802
18277,2954,2009,25,5.0,"electron, card",0.0,0.0,1.444476166195249
18283,2961,2009,29,5.385164807134504,"electron, card",0.0,0.0,4.440920400075936
18289,2982,2009,14,3.7416573867739413,"electron, card",0.0,0.0,-0.9371287150461028
18290,2989,2009,21,4.58257569495584,"electron, card",0.0,0.0,5.300046598713334
18294,3003,2009,16,4.0,"electron, card",6.0,2.449489742783178,0.5675197209068255
18296,3010,2009,5,2.23606797749979,"electron, card",0.0,0.0,-1.818745250053645
18298,3017,2009,19,4.358898943540674,"electron, card",0.0,0.0,4.941999414544164
18299,3017,2009,11,3.3166247903554,"electron, card",3.0,1.7320508075688772,1.390167589688471
18300,3031,2009,2,1.4142135623730951,"electron, card",0.0,0.0,-1.23326596805618
18301,3038,2009,18,4.242640687119285,"electron, card",0.0,0.0,1.3856042588954869
18302,3045,2009,19,4.358898943540674,"electron, card",0.0,0.0,3.3852018825084245
18304,3066,2009,11,3.3166247903554,"electron, card",0.0,0.0,2.040958195078518
18305,3066,2009,72,8.48528137423857,"electron, card",1.0,1.0,1.9574410453662654
18306,3080,2010,19,4.358898943540674,"electron, card",0.0,0.0,0.93132117339817
18309,3101,2010,20,4.47213595499958,"electron, card",2.0,1.4142135623730951,0.7846676995791048
18311,3108,2010,4,2.0,"electron, card",0.0,0.0,-0.23846682641189665
18315,3122,2010,17,4.123105625617661,"electron, card",0.0,0.0,1.4293738610981095
18317,3136,2010,68,8.246211251235321,"electron, card",2.0,1.4142135623730951,4.14024579861191
18318,3150,2010,48,6.928203230275509,"electron, card",0.0,0.0,2.6273002528331
18321,3164,2010,7,2.6457513110645907,"electron, card",0.0,0.0,-1.877153476945234
18323,3171,2010,8,2.8284271247461903,"electron, card",0.0,0.0,-2.821188142916539
18333,3199,2010,6,2.449489742783178,"electron, card",0.0,0.0,-3.9844270718193955
18334,3199,2010,21,4.58257569495584,"electron, card",1.0,1.0,4.049742165562974
18346,3241,2010,19,4.358898943540674,"electron, card",0.0,0.0,2.3071440250056523
18350,3262,2010,18,4.242640687119285,"electron, card",2.0,1.4142135623730951,1.7450796322548199
18351,3262,2010,8,2.8284271247461903,"electron, card",1.0,1.0,-3.9371245582870458
18357,3276,2010,25,5.0,"electron, card",0.0,0.0,2.946601980822912
18358,3276,2010,8,2.8284271247461903,"electron, card",0.0,0.0,0.8808438565411323
18361,3283,2010,22,4.69041575982343,"electron, card",0.0,0.0,0.2917622581651203
18362,3283,2010,15,3.872983346207417,"electron, card",0.0,0.0,0.6207759908464203
18367,3304,2010,7,2.6457513110645907,"electron, card",0.0,0.0,-1.0052873468397612
18369,3311,2010,20,4.47213595499958,"electron, card",0.0,0.0,0.19147035654407824
18371,3318,2010,20,4.47213595499958,"electron, card",0.0,0.0,-0.29166235469516877
18374,3318,2010,12,3.4641016151377544,"electron, card",0.0,0.0,0.7130945829014624
18377,3325,2010,29,5.385164807134504,"electron, card",1.0,1.0,1.5888047134105054
18388,3374,2010,40,6.324555320336759,"electron, card",0.0,0.0,1.4877948664572067
18389,3374,2010,24,4.898979485566356,"electron, card",0.0,0.0,2.038056102209414
20511,294,2002,7,2.6457513110645907,"sheet, stack",3.0,1.7320508075688772,-2.0067950870589306
20525,385,2002,11,3.3166247903554,"sheet, stack",0.0,0.0,3.1772560815567434
20547,525,2003,4,2.0,"sheet, stack",2.0,1.4142135623730951,2.911933427998619
20550,532,2003,29,5.385164807134504,"sheet, stack",1.0,1.0,-1.747619059816222
20559,609,2003,5,2.23606797749979,"sheet, stack",14.0,3.7416573867739413,-2.1367194594544068
20561,609,2003,17,4.123105625617661,"sheet, stack",2.0,1.4142135623730951,-2.7911871431476083
20572,686,2003,12,3.4641016151377544,"sheet, stack",0.0,0.0,-4.847701145206964
20573,700,2003,29,5.385164807134504,"sheet, stack",0.0,0.0,0.3508258188791706
20575,714,2003,21,4.58257569495584,"sheet, stack",5.0,2.23606797749979,-1.8892824293693815
20576,721,2003,1,1.0,"sheet, stack",0.0,0.0,3.4225833625834197
20577,735,2003,21,4.58257569495584,"sheet, stack",2.0,1.4142135623730951,2.3529855786681595
20578,742,2003,17,4.123105625617661,"sheet, stack",8.0,2.8284271247461903,-2.213213016571162
20579,749,2003,17,4.123105625617661,"sheet, stack",4.0,2.0,1.4478683917242803
20582,770,2003,7,2.6457513110645907,"sheet, stack",2.0,1.4142135623730951,1.5985891191931552
20583,777,2003,9,3.0,"sheet, stack",3.0,1.7320508075688772,2.4780309960714555
20590,805,2003,41,6.4031242374328485,"sheet, stack",5.0,2.23606797749979,1.203427750148356
20594,826,2003,15,3.872983346207417,"sheet, stack",0.0,0.0,1.4420387548817566
20596,833,2003,40,6.324555320336759,"sheet, stack",3.0,1.7320508075688772,3.4350500171261316
20599,861,2003,9,3.0,"sheet, stack",7.0,2.6457513110645907,1.6618984283000169
20603,889,2004,10,3.1622776601683795,"sheet, stack",29.0,5.385164807134504,1.9408950960459943
20604,903,2004,29,5.385164807134504,"sheet, stack",2.0,1.4142135623730951,1.5654810103791161
20607,910,2004,10,3.1622776601683795,"sheet, stack",0.0,0.0,-2.0364166225974283
20614,938,2004,20,4.47213595499958,"sheet, stack",7.0,2.6457513110645907,1.6066254857728444
20615,945,2004,15,3.872983346207417,"sheet, stack",2.0,1.4142135623730951,3.250754824751757
20618,952,2004,21,4.58257569495584,"sheet, stack",15.0,3.872983346207417,1.6319181602944284
20619,959,2004,33,5.744562646538029,"sheet, stack",9.0,3.0,-2.39295753383914
20621,973,2004,21,4.58257569495584,"sheet, stack",7.0,2.6457513110645907,1.5514855244943082
20626,987,2004,12,3.4641016151377544,"sheet, stack",0.0,0.0,-4.814563960577069
20628,994,2004,8,2.8284271247461903,"sheet, stack",0.0,0.0,3.447876942951866
20629,1015,2004,16,4.0,"sheet, stack",0.0,0.0,-1.6993562078532138
20632,1022,2004,30,5.477225575051661,"sheet, stack",0.0,0.0,1.307509885484862
20637,1078,2004,19,4.358898943540674,"sheet, stack",25.0,5.0,-0.2955648194190126
20639,1085,2004,63,7.937253933193772,"sheet, stack",9.0,3.0,3.049538515401777
20642,1120,2004,9,3.0,"sheet, stack",0.0,0.0,-4.75440282820663
20644,1134,2004,20,4.47213595499958,"sheet, stack",3.0,1.7320508075688772,1.0833036756482297
20645,1134,2004,19,4.358898943540674,"sheet, stack",1.0,1.0,2.14844650886288
20648,1155,2004,20,4.47213595499958,"sheet, stack",8.0,2.8284271247461903,-2.809359445677414
20657,1190,2004,5,2.23606797749979,"sheet, stack",3.0,1.7320508075688772,2.1464023428652554
20658,1197,2004,27,5.196152422706632,"sheet, stack",1.0,1.0,1.6622274985465462
20660,1204,2004,17,4.123105625617661,"sheet, stack",25.0,5.0,-2.4304762135896074
20662,1211,2004,21,4.58257569495584,"sheet, stack",2.0,1.4142135623730951,-5.155799027426112
20663,1225,2004,20,4.47213595499958,"sheet, stack",4.0,2.0,-2.6836372693518165
20669,1253,2005,9,3.0,"sheet, stack",7.0,2.6457513110645907,-4.379106014514037
20673,1288,2005,44,6.6332495807108,"sheet, stack",17.0,4.123105625617661,-2.2698192247956066
20687,1435,2005,2,1.4142135623730951,"sheet, stack",2.0,1.4142135623730951,-2.1043830003490953
20691,1477,2005,2,1.4142135623730951,"sheet, stack",0.0,0.0,-1.4353469751353605
20694,1498,2005,11,3.3166247903554,"sheet, stack",4.0,2.0,-2.2872191254262018
20696,1505,2005,11,3.3166247903554,"sheet, stack",0.0,0.0,2.100149730732263
20697,1512,2005,8,2.8284271247461903,"sheet, stack",0.0,0.0,2.1619673195646403
20699,1526,2005,18,4.242640687119285,"sheet, stack",2.0,1.4142135623730951,-2.419281729577994
20702,1561,2005,40,6.324555320336759,"sheet, stack",3.0,1.7320508075688772,2.0030466130074
20709,1631,2006,30,5.477225575051661,"sheet, stack",6.0,2.449489742783178,-1.9985185400273402
20711,1673,2006,7,2.6457513110645907,"sheet, stack",6.0,2.449489742783178,-1.732560512371619
20714,1708,2006,18,4.242640687119285,"sheet, stack",0.0,0.0,-0.9284658412490394
20716,1729,2006,10,3.1622776601683795,"sheet, stack",0.0,0.0,0.21086468488019067
20717,1736,2006,10,3.1622776601683795,"sheet, stack",2.0,1.4142135623730951,-1.2922154823656626
20719,1750,2006,32,5.656854249492381,"sheet, stack",1.0,1.0,2.5857384890675923
20723,1799,2006,43,6.557438524302,"sheet, stack",1.0,1.0,0.7175032523155537
20726,1799,2006,21,4.58257569495584,"sheet, stack",3.0,1.7320508075688772,2.240730446695111
20727,1806,2006,9,3.0,"sheet, stack",0.0,0.0,-3.756843951729912
20730,1834,2006,13,3.605551275463989,"sheet, stack",0.0,0.0,-1.5392826711954035
20731,1834,2006,12,3.4641016151377544,"sheet, stack",1.0,1.0,1.9277659587192584
20733,1855,2006,8,2.8284271247461903,"sheet, stack",1.0,1.0,-3.643662681331184
20734,1855,2006,12,3.4641016151377544,"sheet, stack",0.0,0.0,1.2289824052295337
20735,1876,2006,16,4.0,"sheet, stack",1.0,1.0,1.297753269854293
20736,1876,2006,27,5.196152422706632,"sheet, stack",1.0,1.0,-3.3531400866646774
20737,1904,2006,9,3.0,"sheet, stack",1.0,1.0,-3.241933770180026
20743,1925,2006,12,3.4641016151377544,"sheet, stack",0.0,0.0,-1.5612051672860077
20746,1932,2006,26,5.0990195135927845,"sheet, stack",0.0,0.0,-0.9029973302422198
20750,1953,2006,6,2.449489742783178,"sheet, stack",0.0,0.0,3.5438058979799885
20751,1960,2006,22,4.69041575982343,"sheet, stack",7.0,2.6457513110645907,-0.803164598872773
20753,1981,2007,16,4.0,"sheet, stack",0.0,0.0,0.43005313669990153
20754,1995,2007,4,2.0,"sheet, stack",5.0,2.23606797749979,-2.6975670027284893
20758,2023,2007,15,3.872983346207417,"sheet, stack",1.0,1.0,-3.5237206801882306
20763,2065,2007,14,3.7416573867739413,"sheet, stack",0.0,0.0,-0.7426386634079228
20764,2065,2007,7,2.6457513110645907,"sheet, stack",1.0,1.0,-1.7705357449489898
20768,2114,2007,17,4.123105625617661,"sheet, stack",4.0,2.0,1.7600164314159779
20769,2114,2007,13,3.605551275463989,"sheet, stack",2.0,1.4142135623730951,2.051028395279943
20774,2142,2007,9,3.0,"sheet, stack",1.0,1.0,4.8890635810575525
20775,2156,2007,14,3.7416573867739413,"sheet, stack",2.0,1.4142135623730951,-1.5960245302194662
20776,2163,2007,7,2.6457513110645907,"sheet, stack",0.0,0.0,-0.838913002020346
20778,2191,2007,14,3.7416573867739413,"sheet, stack",1.0,1.0,-1.6317106271133528
20783,2233,2007,7,2.6457513110645907,"sheet, stack",3.0,1.7320508075688772,-1.6523955266528285
20785,2240,2007,16,4.0,"sheet, stack",1.0,1.0,-1.350134592722442
20788,2282,2007,20,4.47213595499958,"sheet, stack",2.0,1.4142135623730951,2.5800745486023877
20789,2282,2007,15,3.872983346207417,"sheet, stack",3.0,1.7320508075688772,0.14403281659807743
20799,2380,2008,12,3.4641016151377544,"sheet, stack",0.0,0.0,2.504722347946738
20801,2401,2008,16,4.0,"sheet, stack",4.0,2.0,3.2637401265263564
20805,2443,2008,16,4.0,"sheet, stack",0.0,0.0,1.8977313177973696
20806,2457,2008,12,3.4641016151377544,"sheet, stack",1.0,1.0,4.041557468323819
20809,2492,2008,17,4.123105625617661,"sheet, stack",20.0,4.47213595499958,-2.396427662016523
20811,2506,2008,10,3.1622776601683795,"sheet, stack",0.0,0.0,-0.5022545170183917
20814,2534,2008,5,2.23606797749979,"sheet, stack",1.0,1.0,-0.9760029286674883
20819,2583,2008,20,4.47213595499958,"sheet, stack",3.0,1.7320508075688772,2.9452651220950026
20825,2646,2008,13,3.605551275463989,"sheet, stack",0.0,0.0,-3.9457634158278836
20826,2653,2008,6,2.449489742783178,"sheet, stack",0.0,0.0,-1.8804524058110126
20827,2667,2008,20,4.47213595499958,"sheet, stack",3.0,1.7320508075688772,0.38533126732885514
20828,2667,2008,12,3.4641016151377544,"sheet, stack",1.0,1.0,-3.2408811127851656
20829,2688,2008,2,1.4142135623730951,"sheet, stack",0.0,0.0,-1.2044631329842337
20839,2765,2009,11,3.3166247903554,"sheet, stack",0.0,0.0,0.6204455488984583
20843,2807,2009,18,4.242640687119285,"sheet, stack",0.0,0.0,1.9746115388049124
20844,2821,2009,16,4.0,"sheet, stack",0.0,0.0,-2.377854748714171
20845,2835,2009,20,4.47213595499958,"sheet, stack",0.0,0.0,2.54730517708755
20846,2842,2009,18,4.242640687119285,"sheet, stack",1.0,1.0,2.543340059198429
20847,2849,2009,10,3.1622776601683795,"sheet, stack",1.0,1.0,-2.4193361542721488
20848,2849,2009,7,2.6457513110645907,"sheet, stack",1.0,1.0,-2.4193361542721488
20850,2877,2009,12,3.4641016151377544,"sheet, stack",0.0,0.0,-2.2800894419365387
20851,2877,2009,2,1.4142135623730951,"sheet, stack",0.0,0.0,-3.5168659690731023
20854,2891,2009,9,3.0,"sheet, stack",1.0,1.0,-2.1889581319929285
20855,2898,2009,5,2.23606797749979,"sheet, stack",0.0,0.0,-0.9171175515998525
20857,2926,2009,16,4.0,"sheet, stack",0.0,0.0,1.3247760750955977
20858,2933,2009,8,2.8284271247461903,"sheet, stack",0.0,0.0,2.0723284169514082
20861,2961,2009,15,3.872983346207417,"sheet, stack",3.0,1.7320508075688772,2.6645579062030107
20862,2982,2009,14,3.7416573867739413,"sheet, stack",1.0,1.0,-2.383489779556635
20865,2996,2009,20,4.47213595499958,"sheet, stack",0.0,0.0,-2.870587702878529
20868,3010,2009,12,3.4641016151377544,"sheet, stack",1.0,1.0,-1.3938818964323993
20869,3017,2009,21,4.58257569495584,"sheet, stack",1.0,1.0,3.7365184614263973
20871,3038,2009,11,3.3166247903554,"sheet, stack",1.0,1.0,2.3972750187796197
20874,3045,2009,22,4.69041575982343,"sheet, stack",2.0,1.4142135623730951,-2.362768778643977
20875,3045,2009,19,4.358898943540674,"sheet, stack",0.0,0.0,0.4870115093793335
20876,3066,2009,17,4.123105625617661,"sheet, stack",1.0,1.0,2.3224142545235815
20877,3073,2010,5,2.23606797749979,"sheet, stack",0.0,0.0,-2.804689911477432
20878,3094,2010,9,3.0,"sheet, stack",0.0,0.0,1.942225592524495
20882,3115,2010,8,2.8284271247461903,"sheet, stack",1.0,1.0,2.0922599818343546
20885,3122,2010,17,4.123105625617661,"sheet, stack",0.0,0.0,-1.7266349491182533
20887,3129,2010,4,2.0,"sheet, stack",0.0,0.0,-0.07920717122712873
20888,3136,2010,6,2.449489742783178,"sheet, stack",0.0,0.0,-2.4963926417039706
20892,3143,2010,5,2.23606797749979,"sheet, stack",0.0,0.0,1.9646057359772124
20899,3157,2010,43,6.557438524302,"sheet, stack",1.0,1.0,-2.6500337777924035
20902,3178,2010,20,4.47213595499958,"sheet, stack",0.0,0.0,1.889434909622156
20904,3178,2010,28,5.291502622129181,"sheet, stack",0.0,0.0,2.231841344381459
20908,3199,2010,22,4.69041575982343,"sheet, stack",0.0,0.0,3.1104926418451626
20910,3220,2010,4,2.0,"sheet, stack",0.0,0.0,-2.622699338268954
20914,3227,2010,12,3.4641016151377544,"sheet, stack",0.0,0.0,-3.759604803964157
20915,3234,2010,19,4.358898943540674,"sheet, stack",1.0,1.0,0.6631233903578411
20919,3248,2010,21,4.58257569495584,"sheet, stack",0.0,0.0,-3.082943920528344
20921,3262,2010,14,3.7416573867739413,"sheet, stack",1.0,1.0,-0.151069569722289
20923,3269,2010,18,4.242640687119285,"sheet, stack",1.0,1.0,2.1364487933389458
20929,3297,2010,9,3.0,"sheet, stack",0.0,0.0,2.196769783211748
20930,3297,2010,11,3.3166247903554,"sheet, stack",0.0,0.0,1.5420700751709733
20932,3318,2010,33,5.744562646538029,"sheet, stack",0.0,0.0,-3.6764806261385394
20935,3332,2010,6,2.449489742783178,"sheet, stack",2.0,1.4142135623730951,2.2523375828886927
20938,3339,2010,9,3.0,"sheet, stack",0.0,0.0,-2.200187834874568
