,days_since,year,num_claims,sqrt_claims,topics,ncites,sqrt_ncites,xi
83018,2569,2008,8,2.8284271247461903,"oxid, silicon",0.0,0.0,-2.197428170273506
83022,2583,2008,3,1.7320508075688772,"oxid, silicon",0.0,0.0,-3.3276703680195823
83024,2590,2008,7,2.6457513110645907,"oxid, silicon",2.0,1.4142135623730951,2.1989369690666662
83026,2604,2008,24,4.898979485566356,"oxid, silicon",3.0,1.7320508075688772,-2.8781894337243297
83027,2604,2008,11,3.3166247903554,"oxid, silicon",0.0,0.0,0.26515724880440544
83028,2611,2008,42,6.48074069840786,"oxid, silicon",0.0,0.0,6.048836527279473
83029,2611,2008,3,1.7320508075688772,"oxid, silicon",0.0,0.0,6.048836527279473
83032,2618,2008,23,4.795831523312719,"oxid, silicon",0.0,0.0,-0.11017791727062758
83033,2618,2008,11,3.3166247903554,"oxid, silicon",0.0,0.0,-2.3225230617944357
83034,2625,2008,22,4.69041575982343,"oxid, silicon",0.0,0.0,1.0522343452759353
83041,2646,2008,20,4.47213595499958,"oxid, silicon",1.0,1.0,2.886873290041036
83042,2646,2008,8,2.8284271247461903,"oxid, silicon",1.0,1.0,-0.5719284549708712
83043,2653,2008,12,3.4641016151377544,"oxid, silicon",2.0,1.4142135623730951,3.209937452058092
83046,2667,2008,16,4.0,"oxid, silicon",1.0,1.0,0.15769895982535567
83047,2667,2008,16,4.0,"oxid, silicon",0.0,0.0,-0.3287823865403134
83048,2667,2008,52,7.211102550927978,"oxid, silicon",6.0,2.449489742783178,-3.7973196046431763
83055,2702,2008,22,4.69041575982343,"oxid, silicon",0.0,0.0,0.7225015422781781
83064,2758,2009,24,4.898979485566356,"oxid, silicon",0.0,0.0,-2.8335319406508526
83075,2786,2009,45,6.708203932499369,"oxid, silicon",0.0,0.0,-2.6067052516155482
83078,2793,2009,4,2.0,"oxid, silicon",0.0,0.0,0.6475103256947348
83080,2800,2009,42,6.48074069840786,"oxid, silicon",3.0,1.7320508075688772,0.08860675318779931
83081,2800,2009,11,3.3166247903554,"oxid, silicon",0.0,0.0,-1.4395050100637041
83088,2828,2009,21,4.58257569495584,"oxid, silicon",0.0,0.0,1.6433485970891124
83089,2828,2009,7,2.6457513110645907,"oxid, silicon",0.0,0.0,-1.0241535089268823
83097,2863,2009,16,4.0,"oxid, silicon",0.0,0.0,-0.8039907247308453
83100,2870,2009,15,3.872983346207417,"oxid, silicon",0.0,0.0,1.5132710234435611
83103,2877,2009,11,3.3166247903554,"oxid, silicon",0.0,0.0,0.6299314840551212
83105,2884,2009,23,4.795831523312719,"oxid, silicon",0.0,0.0,1.4916997699884467
83111,2912,2009,13,3.605551275463989,"oxid, silicon",0.0,0.0,1.436127981597475
83112,2919,2009,19,4.358898943540674,"oxid, silicon",0.0,0.0,-1.4242005023383806
83115,2933,2009,14,3.7416573867739413,"oxid, silicon",0.0,0.0,0.5239390010556427
83122,2961,2009,3,1.7320508075688772,"oxid, silicon",1.0,1.0,1.8575716156727415
83124,2975,2009,7,2.6457513110645907,"oxid, silicon",0.0,0.0,5.384328252113953
83126,2982,2009,15,3.872983346207417,"oxid, silicon",0.0,0.0,1.9745130398742536
83129,2989,2009,18,4.242640687119285,"oxid, silicon",2.0,1.4142135623730951,1.9996353371359126
83132,3003,2009,12,3.4641016151377544,"oxid, silicon",1.0,1.0,1.6041148558886937
83134,3003,2009,92,9.591663046625438,"oxid, silicon",0.0,0.0,1.9232166759491753
83135,3003,2009,14,3.7416573867739413,"oxid, silicon",0.0,0.0,0.556202285869308
83138,3017,2009,28,5.291502622129181,"oxid, silicon",0.0,0.0,4.8296313503142105
83139,3017,2009,16,4.0,"oxid, silicon",0.0,0.0,1.3458415144611866
83142,3024,2009,20,4.47213595499958,"oxid, silicon",0.0,0.0,-2.4968672920427233
83146,3045,2009,3,1.7320508075688772,"oxid, silicon",0.0,0.0,-1.2425755844309951
83155,3073,2010,26,5.0990195135927845,"oxid, silicon",0.0,0.0,1.722726048730657
83156,3073,2010,21,4.58257569495584,"oxid, silicon",0.0,0.0,0.7886101749967239
83159,3087,2010,4,2.0,"oxid, silicon",1.0,1.0,0.4657773995646707
83161,3094,2010,14,3.7416573867739413,"oxid, silicon",0.0,0.0,3.74412906428909
83162,3094,2010,7,2.6457513110645907,"oxid, silicon",0.0,0.0,-1.9896747362222935
83163,3101,2010,40,6.324555320336759,"oxid, silicon",2.0,1.4142135623730951,0.15732063635998805
83171,3129,2010,1,1.0,"oxid, silicon",0.0,0.0,0.8271430983831173
83172,3129,2010,35,5.916079783099616,"oxid, silicon",0.0,0.0,-0.22619876454717072
83173,3129,2010,24,4.898979485566356,"oxid, silicon",0.0,0.0,4.002467337296914
83176,3129,2010,22,4.69041575982343,"oxid, silicon",0.0,0.0,2.2964427244272794
83179,3136,2010,8,2.8284271247461903,"oxid, silicon",0.0,0.0,-1.5372792194936211
83181,3143,2010,13,3.605551275463989,"oxid, silicon",0.0,0.0,0.5101949746999491
83191,3171,2010,13,3.605551275463989,"oxid, silicon",0.0,0.0,0.49608050106672974
83193,3185,2010,2,1.4142135623730951,"oxid, silicon",0.0,0.0,-2.8913430475476347
83194,3185,2010,31,5.5677643628300215,"oxid, silicon",0.0,0.0,-0.9846470963867415
83195,3185,2010,8,2.8284271247461903,"oxid, silicon",0.0,0.0,4.761815028021458
83199,3192,2010,22,4.69041575982343,"oxid, silicon",0.0,0.0,-0.34488797479039873
83203,3206,2010,31,5.5677643628300215,"oxid, silicon",0.0,0.0,-0.46633775698122604
83206,3213,2010,20,4.47213595499958,"oxid, silicon",0.0,0.0,1.0026668951674107
83207,3220,2010,13,3.605551275463989,"oxid, silicon",2.0,1.4142135623730951,1.6469243330179102
83209,3220,2010,20,4.47213595499958,"oxid, silicon",1.0,1.0,1.2708545125653636
83210,3227,2010,11,3.3166247903554,"oxid, silicon",0.0,0.0,-0.8584383816468106
83211,3227,2010,14,3.7416573867739413,"oxid, silicon",1.0,1.0,1.7173959408387922
83214,3241,2010,8,2.8284271247461903,"oxid, silicon",0.0,0.0,-3.336300993086963
83215,3241,2010,8,2.8284271247461903,"oxid, silicon",0.0,0.0,0.8957924586196863
83219,3248,2010,30,5.477225575051661,"oxid, silicon",0.0,0.0,2.7247129460177875
83228,3283,2010,5,2.23606797749979,"oxid, silicon",0.0,0.0,-3.9229396636975906
83229,3283,2010,16,4.0,"oxid, silicon",0.0,0.0,2.5959750124733474
83237,3297,2010,6,2.449489742783178,"oxid, silicon",0.0,0.0,0.7154796668940493
83238,3304,2010,34,5.830951894845301,"oxid, silicon",0.0,0.0,2.2783528083964457
83243,3311,2010,7,2.6457513110645907,"oxid, silicon",0.0,0.0,0.3171480792658221
83247,3318,2010,15,3.872983346207417,"oxid, silicon",0.0,0.0,1.9136678442290593
83252,3332,2010,11,3.3166247903554,"oxid, silicon",0.0,0.0,1.7705395792775018
83256,3339,2010,24,4.898979485566356,"oxid, silicon",0.0,0.0,1.9370962544499408
83260,3360,2010,4,2.0,"oxid, silicon",1.0,1.0,-3.153814978911842
83266,3367,2010,20,4.47213595499958,"oxid, silicon",0.0,0.0,0.5526552052875274
85344,77,2001,21,4.58257569495584,"memori, address",3.0,1.7320508075688772,2.383575069386773
85360,126,2001,10,3.1622776601683795,"memori, address",0.0,0.0,-4.46540087210045
85380,231,2002,65,8.06225774829855,"memori, address",1.0,1.0,1.344090362518214
85386,245,2002,25,5.0,"memori, address",4.0,2.0,3.8452334173832847
85391,259,2002,44,6.6332495807108,"memori, address",8.0,2.8284271247461903,-4.757219782564652
85397,273,2002,25,5.0,"memori, address",8.0,2.8284271247461903,2.0006848610654946
85404,287,2002,18,4.242640687119285,"memori, address",7.0,2.6457513110645907,4.016038882723659
85425,336,2002,18,4.242640687119285,"memori, address",14.0,3.7416573867739413,0.6738585803317896
85431,378,2002,21,4.58257569495584,"memori, address",8.0,2.8284271247461903,-0.7024094706844449
85432,385,2002,25,5.0,"memori, address",7.0,2.6457513110645907,0.4573551569724779
85437,392,2002,38,6.164414002968976,"memori, address",1.0,1.0,0.5631706181694621
85453,455,2002,8,2.8284271247461903,"memori, address",36.0,6.0,-4.201669200346334
85454,455,2002,14,3.7416573867739413,"memori, address",3.0,1.7320508075688772,0.020491214164963654
85461,490,2002,4,2.0,"memori, address",0.0,0.0,-5.515496227577489
85462,497,2002,33,5.744562646538029,"memori, address",3.0,1.7320508075688772,0.2794458138151562
85465,497,2002,30,5.477225575051661,"memori, address",10.0,3.1622776601683795,2.4223903305325187
85468,511,2002,11,3.3166247903554,"memori, address",6.0,2.449489742783178,-4.939107034761301
85497,637,2003,7,2.6457513110645907,"memori, address",1.0,1.0,-3.7880647886334398
85502,651,2003,9,3.0,"memori, address",17.0,4.123105625617661,1.9892410480842664
85503,658,2003,11,3.3166247903554,"memori, address",2.0,1.4142135623730951,-2.26241586312929
85509,672,2003,14,3.7416573867739413,"memori, address",12.0,3.4641016151377544,1.4021550702569803
85511,679,2003,24,4.898979485566356,"memori, address",13.0,3.605551275463989,2.0395200806644818
85515,693,2003,14,3.7416573867739413,"memori, address",6.0,2.449489742783178,0.512420206502128
85519,707,2003,10,3.1622776601683795,"memori, address",3.0,1.7320508075688772,-3.0293689824005803
85525,728,2003,16,4.0,"memori, address",10.0,3.1622776601683795,0.6308682836044675
85526,728,2003,20,4.47213595499958,"memori, address",0.0,0.0,0.5173400556861839
85528,742,2003,10,3.1622776601683795,"memori, address",7.0,2.6457513110645907,-2.0482079489643557
85533,763,2003,14,3.7416573867739413,"memori, address",11.0,3.3166247903554,-2.080656784029741
85534,770,2003,4,2.0,"memori, address",4.0,2.0,-0.6871413677928679
85536,777,2003,2,1.4142135623730951,"memori, address",1.0,1.0,-1.0505020358653578
85537,784,2003,8,2.8284271247461903,"memori, address",2.0,1.4142135623730951,2.2738949881471093
85542,805,2003,10,3.1622776601683795,"memori, address",1.0,1.0,-2.447877267137516
85543,805,2003,32,5.656854249492381,"memori, address",5.0,2.23606797749979,-2.671935985682619
85544,812,2003,4,2.0,"memori, address",7.0,2.6457513110645907,2.516448811582397
85546,819,2003,22,4.69041575982343,"memori, address",4.0,2.0,3.859077828313201
85547,826,2003,13,3.605551275463989,"memori, address",6.0,2.449489742783178,3.01885339234206
85548,826,2003,21,4.58257569495584,"memori, address",17.0,4.123105625617661,2.5708470600410767
85551,854,2003,30,5.477225575051661,"memori, address",8.0,2.8284271247461903,2.9806615646896804
85555,868,2003,13,3.605551275463989,"memori, address",2.0,1.4142135623730951,1.8668175363902555
85556,868,2003,15,3.872983346207417,"memori, address",0.0,0.0,2.831993355608568
85561,882,2004,30,5.477225575051661,"memori, address",3.0,1.7320508075688772,0.0737516346813487
85565,917,2004,74,8.602325267042627,"memori, address",3.0,1.7320508075688772,-2.222015770250852
85571,938,2004,12,3.4641016151377544,"memori, address",0.0,0.0,2.3372010411713378
85572,938,2004,34,5.830951894845301,"memori, address",6.0,2.449489742783178,-2.3631152589481235
85574,945,2004,27,5.196152422706632,"memori, address",0.0,0.0,2.847470310298253
85576,945,2004,3,1.7320508075688772,"memori, address",0.0,0.0,-2.388379060365091
85583,959,2004,14,3.7416573867739413,"memori, address",20.0,4.47213595499958,-2.318600711271839
85584,959,2004,4,2.0,"memori, address",0.0,0.0,-2.318600711271839
85585,973,2004,19,4.358898943540674,"memori, address",3.0,1.7320508075688772,-0.08751892553017915
85587,980,2004,21,4.58257569495584,"memori, address",4.0,2.0,-4.151828424795196
85590,987,2004,6,2.449489742783178,"memori, address",5.0,2.23606797749979,-3.593345042394103
85593,987,2004,4,2.0,"memori, address",9.0,3.0,3.3624391927536275
85603,1022,2004,11,3.3166247903554,"memori, address",8.0,2.8284271247461903,2.7113464465727937
85608,1036,2004,17,4.123105625617661,"memori, address",14.0,3.7416573867739413,-1.1437673447595469
85610,1043,2004,29,5.385164807134504,"memori, address",15.0,3.872983346207417,1.6447708706972897
85612,1043,2004,2,1.4142135623730951,"memori, address",39.0,6.244997998398398,1.5958945608049382
85615,1071,2004,1,1.0,"memori, address",1.0,1.0,2.523398814441265
85619,1078,2004,4,2.0,"memori, address",0.0,0.0,-2.293689872866958
85627,1099,2004,39,6.244997998398398,"memori, address",3.0,1.7320508075688772,1.138602791354589
85628,1099,2004,14,3.7416573867739413,"memori, address",0.0,0.0,1.138602791354589
85629,1099,2004,17,4.123105625617661,"memori, address",27.0,5.196152422706632,1.138602791354589
85631,1106,2004,7,2.6457513110645907,"memori, address",8.0,2.8284271247461903,-0.4172638898185561
85635,1113,2004,16,4.0,"memori, address",2.0,1.4142135623730951,-3.656739140567472
85637,1120,2004,14,3.7416573867739413,"memori, address",2.0,1.4142135623730951,-3.442802178788307
85650,1148,2004,25,5.0,"memori, address",3.0,1.7320508075688772,-2.3140718687220536
85651,1162,2004,27,5.196152422706632,"memori, address",7.0,2.6457513110645907,1.2344147494412678
85653,1162,2004,6,2.449489742783178,"memori, address",0.0,0.0,-3.1521398303185046
85654,1169,2004,19,4.358898943540674,"memori, address",7.0,2.6457513110645907,-0.23762988879225505
85655,1169,2004,25,5.0,"memori, address",0.0,0.0,-1.068660519046995
85656,1169,2004,39,6.244997998398398,"memori, address",56.0,7.483314773547883,1.375509544382853
85659,1169,2004,18,4.242640687119285,"memori, address",5.0,2.23606797749979,-1.068660519046995
85661,1176,2004,3,1.7320508075688772,"memori, address",21.0,4.58257569495584,-2.427943539703088
85664,1183,2004,85,9.219544457292887,"memori, address",7.0,2.6457513110645907,-0.5229602091057696
85667,1190,2004,24,4.898979485566356,"memori, address",12.0,3.4641016151377544,2.9702513005913533
85668,1190,2004,35,5.916079783099616,"memori, address",1.0,1.0,1.058259444825043
85669,1197,2004,8,2.8284271247461903,"memori, address",1.0,1.0,-2.7589084495638674
85672,1211,2004,16,4.0,"memori, address",0.0,0.0,-0.18607936191055716
85674,1225,2004,18,4.242640687119285,"memori, address",3.0,1.7320508075688772,-2.2951715823431877
85675,1225,2004,24,4.898979485566356,"memori, address",0.0,0.0,1.6477180439020143
85681,1260,2005,40,6.324555320336759,"memori, address",2.0,1.4142135623730951,3.9479596730619018
85682,1267,2005,6,2.449489742783178,"memori, address",1.0,1.0,-3.3291834718357336
85683,1274,2005,8,2.8284271247461903,"memori, address",39.0,6.244997998398398,-3.3590026691860335
85687,1295,2005,15,3.872983346207417,"memori, address",63.0,7.937253933193772,-0.4873584035397258
85689,1302,2005,8,2.8284271247461903,"memori, address",5.0,2.23606797749979,-0.533077057977128
85691,1309,2005,5,2.23606797749979,"memori, address",2.0,1.4142135623730951,-2.1569279569305433
85692,1316,2005,20,4.47213595499958,"memori, address",2.0,1.4142135623730951,2.337223703094238
85695,1323,2005,19,4.358898943540674,"memori, address",9.0,3.0,-0.16392894886126555
85699,1344,2005,15,3.872983346207417,"memori, address",0.0,0.0,-1.2536403313053233
85700,1344,2005,36,6.0,"memori, address",0.0,0.0,-5.235795863532598
85702,1351,2005,5,2.23606797749979,"memori, address",7.0,2.6457513110645907,-0.048011533021805546
85704,1365,2005,7,2.6457513110645907,"memori, address",2.0,1.4142135623730951,-3.480853640933643
85705,1365,2005,13,3.605551275463989,"memori, address",0.0,0.0,-2.229007062441505
85707,1372,2005,11,3.3166247903554,"memori, address",0.0,0.0,-3.797265298240961
85709,1386,2005,23,4.795831523312719,"memori, address",10.0,3.1622776601683795,-0.5190835378024853
85711,1386,2005,8,2.8284271247461903,"memori, address",2.0,1.4142135623730951,-0.5190835378024853
85712,1386,2005,43,6.557438524302,"memori, address",0.0,0.0,-2.273869718159245
85714,1393,2005,17,4.123105625617661,"memori, address",6.0,2.449489742783178,2.4401520895195383
85715,1393,2005,20,4.47213595499958,"memori, address",9.0,3.0,0.8978057118753724
85716,1393,2005,39,6.244997998398398,"memori, address",1.0,1.0,2.211032844609177
85717,1393,2005,45,6.708203932499369,"memori, address",7.0,2.6457513110645907,-0.7490734492561856
85721,1407,2005,13,3.605551275463989,"memori, address",6.0,2.449489742783178,1.1310201535180955
85722,1414,2005,11,3.3166247903554,"memori, address",2.0,1.4142135623730951,-3.052783227746483
85727,1428,2005,18,4.242640687119285,"memori, address",12.0,3.4641016151377544,-3.0276253716615917
85730,1435,2005,11,3.3166247903554,"memori, address",1.0,1.0,-2.699744962976988
85731,1435,2005,10,3.1622776601683795,"memori, address",0.0,0.0,-3.0703089190929393
85732,1456,2005,12,3.4641016151377544,"memori, address",15.0,3.872983346207417,-1.9361274871403602
85735,1477,2005,15,3.872983346207417,"memori, address",4.0,2.0,-1.9970422227384137
85737,1477,2005,6,2.449489742783178,"memori, address",6.0,2.449489742783178,2.0741357906805526
85739,1491,2005,11,3.3166247903554,"memori, address",2.0,1.4142135623730951,-3.2459104379891026
85740,1491,2005,18,4.242640687119285,"memori, address",23.0,4.795831523312719,-3.307953965177096
85741,1491,2005,15,3.872983346207417,"memori, address",2.0,1.4142135623730951,1.5487181809236794
85742,1498,2005,26,5.0990195135927845,"memori, address",4.0,2.0,1.3079860989354846
85744,1498,2005,21,4.58257569495584,"memori, address",22.0,4.69041575982343,1.0212270299857036
85745,1505,2005,15,3.872983346207417,"memori, address",2.0,1.4142135623730951,0.9370365655976048
85746,1505,2005,2,1.4142135623730951,"memori, address",0.0,0.0,0.9575040682672226
85750,1519,2005,15,3.872983346207417,"memori, address",10.0,3.1622776601683795,-0.15037219722481227
85752,1526,2005,24,4.898979485566356,"memori, address",6.0,2.449489742783178,2.4658310301913624
85753,1526,2005,17,4.123105625617661,"memori, address",0.0,0.0,-0.9518343547081091
85755,1540,2005,52,7.211102550927978,"memori, address",1.0,1.0,0.15826897518132393
85757,1547,2005,45,6.708203932499369,"memori, address",1.0,1.0,0.5281738356417275
85761,1575,2005,12,3.4641016151377544,"memori, address",2.0,1.4142135623730951,-2.6114874206942296
85766,1589,2005,22,4.69041575982343,"memori, address",1.0,1.0,1.8992038316841915
85771,1603,2005,26,5.0990195135927845,"memori, address",15.0,3.872983346207417,1.4878187763028752
85773,1610,2006,23,4.795831523312719,"memori, address",1.0,1.0,-2.224113665082275
85774,1610,2006,29,5.385164807134504,"memori, address",0.0,0.0,1.5155523555713024
85776,1617,2006,19,4.358898943540674,"memori, address",2.0,1.4142135623730951,0.30663936958196064
85778,1617,2006,15,3.872983346207417,"memori, address",0.0,0.0,-0.7276802969134013
85779,1617,2006,11,3.3166247903554,"memori, address",3.0,1.7320508075688772,-7.031171455674203
85780,1617,2006,26,5.0990195135927845,"memori, address",0.0,0.0,-0.8258646709853125
85784,1645,2006,25,5.0,"memori, address",1.0,1.0,0.39491550349441823
85785,1645,2006,28,5.291502622129181,"memori, address",10.0,3.1622776601683795,0.5578133549408313
85786,1652,2006,28,5.291502622129181,"memori, address",49.0,7.0,1.6902025403405407
85789,1652,2006,12,3.4641016151377544,"memori, address",2.0,1.4142135623730951,1.8038188677353573
85790,1659,2006,22,4.69041575982343,"memori, address",9.0,3.0,0.4002214340970678
85791,1659,2006,10,3.1622776601683795,"memori, address",10.0,3.1622776601683795,-2.9808284217661463
85792,1659,2006,30,5.477225575051661,"memori, address",6.0,2.449489742783178,-3.8927808448289647
85798,1673,2006,9,3.0,"memori, address",5.0,2.23606797749979,-3.793015390767081
85801,1687,2006,35,5.916079783099616,"memori, address",3.0,1.7320508075688772,-7.253768769399274
85803,1694,2006,29,5.385164807134504,"memori, address",12.0,3.4641016151377544,1.7963071990065027
85804,1694,2006,4,2.0,"memori, address",4.0,2.0,-0.6585359536812301
85805,1694,2006,20,4.47213595499958,"memori, address",1.0,1.0,-0.006157361650456202
85806,1701,2006,18,4.242640687119285,"memori, address",0.0,0.0,2.258673532020844
85807,1701,2006,24,4.898979485566356,"memori, address",32.0,5.656854249492381,1.7931743562715616
85808,1701,2006,20,4.47213595499958,"memori, address",1.0,1.0,-3.5797184311184713
85809,1701,2006,30,5.477225575051661,"memori, address",0.0,0.0,-3.1180001736286784
85810,1701,2006,16,4.0,"memori, address",0.0,0.0,2.9599889286671583
85811,1701,2006,38,6.164414002968976,"memori, address",0.0,0.0,1.7931743562715616
85813,1708,2006,8,2.8284271247461903,"memori, address",0.0,0.0,0.9754969862942167
85816,1715,2006,24,4.898979485566356,"memori, address",7.0,2.6457513110645907,0.48993566504542446
85817,1715,2006,12,3.4641016151377544,"memori, address",0.0,0.0,1.1116235272659487
85818,1715,2006,23,4.795831523312719,"memori, address",5.0,2.23606797749979,0.7094923595164756
85819,1722,2006,36,6.0,"memori, address",1.0,1.0,0.28584748819923905
85821,1722,2006,30,5.477225575051661,"memori, address",14.0,3.7416573867739413,2.947807099247648
85822,1729,2006,27,5.196152422706632,"memori, address",0.0,0.0,1.7992666771061172
85823,1729,2006,9,3.0,"memori, address",3.0,1.7320508075688772,0.4491470836879681
85825,1729,2006,16,4.0,"memori, address",0.0,0.0,-2.013506289856622
85826,1729,2006,7,2.6457513110645907,"memori, address",1.0,1.0,1.7496201295344944
85829,1743,2006,14,3.7416573867739413,"memori, address",1.0,1.0,1.5708563687477834
85830,1743,2006,16,4.0,"memori, address",2.0,1.4142135623730951,-2.2971847532457845
85832,1757,2006,70,8.366600265340756,"memori, address",4.0,2.0,0.13445028255452268
85836,1764,2006,13,3.605551275463989,"memori, address",2.0,1.4142135623730951,0.6920271783626948
85837,1764,2006,86,9.273618495495704,"memori, address",10.0,3.1622776601683795,2.6388275358240305
85844,1778,2006,7,2.6457513110645907,"memori, address",0.0,0.0,1.7935398239159133
85845,1778,2006,20,4.47213595499958,"memori, address",3.0,1.7320508075688772,-4.342994762279571
85846,1785,2006,20,4.47213595499958,"memori, address",3.0,1.7320508075688772,-3.0870767240194716
85847,1785,2006,15,3.872983346207417,"memori, address",1.0,1.0,-0.14314705206288447
85850,1792,2006,12,3.4641016151377544,"memori, address",0.0,0.0,-1.9322321693788032
85851,1792,2006,21,4.58257569495584,"memori, address",36.0,6.0,3.224483318685763
85852,1806,2006,35,5.916079783099616,"memori, address",2.0,1.4142135623730951,-1.0155239513552297
85854,1806,2006,20,4.47213595499958,"memori, address",1.0,1.0,0.16518469567441568
85856,1813,2006,7,2.6457513110645907,"memori, address",2.0,1.4142135623730951,0.8514149346271102
85857,1827,2006,12,3.4641016151377544,"memori, address",0.0,0.0,1.7178034376385278
85860,1834,2006,20,4.47213595499958,"memori, address",1.0,1.0,0.06909875551930753
85861,1834,2006,19,4.358898943540674,"memori, address",1.0,1.0,0.29524311343952686
85862,1834,2006,26,5.0990195135927845,"memori, address",21.0,4.58257569495584,3.1527684467647354
85864,1834,2006,26,5.0990195135927845,"memori, address",0.0,0.0,-1.4622424433918946
85866,1841,2006,28,5.291502622129181,"memori, address",3.0,1.7320508075688772,1.1990600866136938
85867,1841,2006,18,4.242640687119285,"memori, address",2.0,1.4142135623730951,-0.7964524163612101
85868,1848,2006,15,3.872983346207417,"memori, address",2.0,1.4142135623730951,1.314895982320052
85870,1855,2006,20,4.47213595499958,"memori, address",1.0,1.0,0.3276709525419911
85871,1862,2006,6,2.449489742783178,"memori, address",0.0,0.0,-2.946535918117663
85872,1869,2006,4,2.0,"memori, address",0.0,0.0,-3.46486390951547
85873,1869,2006,27,5.196152422706632,"memori, address",20.0,4.47213595499958,1.750713392432162
85875,1876,2006,11,3.3166247903554,"memori, address",3.0,1.7320508075688772,-0.7620373627741464
85876,1883,2006,3,1.7320508075688772,"memori, address",2.0,1.4142135623730951,-0.9965636430376802
85878,1890,2006,4,2.0,"memori, address",0.0,0.0,1.362023481658676
85879,1904,2006,20,4.47213595499958,"memori, address",5.0,2.23606797749979,0.285289573090272
85881,1904,2006,36,6.0,"memori, address",0.0,0.0,-1.0946389601598088
85882,1904,2006,4,2.0,"memori, address",4.0,2.0,-1.0946389601598088
85883,1904,2006,21,4.58257569495584,"memori, address",8.0,2.8284271247461903,3.243976991803283
85886,1911,2006,25,5.0,"memori, address",6.0,2.449489742783178,2.1081587843495497
85890,1925,2006,16,4.0,"memori, address",1.0,1.0,1.579481351768243
85891,1925,2006,19,4.358898943540674,"memori, address",0.0,0.0,1.7674683146530874
85892,1932,2006,10,3.1622776601683795,"memori, address",0.0,0.0,-2.0506922133365064
85894,1939,2006,15,3.872983346207417,"memori, address",0.0,0.0,-1.010689204980947
85895,1939,2006,16,4.0,"memori, address",0.0,0.0,1.327851420900694
85898,1946,2006,23,4.795831523312719,"memori, address",5.0,2.23606797749979,-2.9363005680718866
85900,1960,2006,14,3.7416573867739413,"memori, address",4.0,2.0,-2.7746166794268996
85902,1960,2006,45,6.708203932499369,"memori, address",1.0,1.0,0.10299947281796086
85904,1967,2006,12,3.4641016151377544,"memori, address",0.0,0.0,0.6102900378666488
85908,1981,2007,62,7.874007874011811,"memori, address",45.0,6.708203932499369,2.1857030285422656
85913,1988,2007,16,4.0,"memori, address",6.0,2.449489742783178,2.078515572178298
85914,1995,2007,38,6.164414002968976,"memori, address",111.0,10.535653752852738,-0.8306646914998868
85915,1995,2007,48,6.928203230275509,"memori, address",0.0,0.0,0.06986675457486441
85917,2002,2007,26,5.0990195135927845,"memori, address",0.0,0.0,2.022010171440719
85919,2016,2007,25,5.0,"memori, address",35.0,5.916079783099616,1.5748584961303087
85923,2023,2007,40,6.324555320336759,"memori, address",28.0,5.291502622129181,0.42619618304758733
85928,2037,2007,30,5.477225575051661,"memori, address",5.0,2.23606797749979,2.7502280875089022
85929,2044,2007,13,3.605551275463989,"memori, address",2.0,1.4142135623730951,-2.07826242277515
85933,2051,2007,60,7.745966692414834,"memori, address",3.0,1.7320508075688772,4.150992506410858
85934,2051,2007,8,2.8284271247461903,"memori, address",2.0,1.4142135623730951,1.2234754280037772
85935,2058,2007,27,5.196152422706632,"memori, address",9.0,3.0,0.9269553456874869
85936,2058,2007,11,3.3166247903554,"memori, address",0.0,0.0,-1.9138070363485484
85939,2065,2007,17,4.123105625617661,"memori, address",1.0,1.0,1.5928488546437944
85940,2065,2007,24,4.898979485566356,"memori, address",39.0,6.244997998398398,-0.33395546501950735
85943,2072,2007,18,4.242640687119285,"memori, address",8.0,2.8284271247461903,2.9507941055034896
85946,2072,2007,4,2.0,"memori, address",0.0,0.0,-2.2412825824586466
85948,2086,2007,27,5.196152422706632,"memori, address",0.0,0.0,3.291574265280272
85949,2086,2007,30,5.477225575051661,"memori, address",4.0,2.0,2.1665633103123154
85951,2086,2007,38,6.164414002968976,"memori, address",7.0,2.6457513110645907,1.8192869234451565
85952,2093,2007,10,3.1622776601683795,"memori, address",1.0,1.0,-1.9057129061931801
85953,2100,2007,11,3.3166247903554,"memori, address",0.0,0.0,0.9881720744984532
85956,2114,2007,22,4.69041575982343,"memori, address",4.0,2.0,2.0245312282802463
85958,2114,2007,16,4.0,"memori, address",110.0,10.488088481701515,-3.085797878649898
85960,2114,2007,15,3.872983346207417,"memori, address",0.0,0.0,3.4270151619142575
85964,2135,2007,7,2.6457513110645907,"memori, address",2.0,1.4142135623730951,-2.371754474733039
85965,2135,2007,4,2.0,"memori, address",0.0,0.0,-2.371754474733039
85966,2142,2007,9,3.0,"memori, address",0.0,0.0,-0.7517634712398267
85968,2156,2007,16,4.0,"memori, address",0.0,0.0,-0.09405569318283906
85969,2156,2007,12,3.4641016151377544,"memori, address",0.0,0.0,1.689583142177039
85970,2156,2007,3,1.7320508075688772,"memori, address",0.0,0.0,-1.964004858206736
85971,2163,2007,5,2.23606797749979,"memori, address",1.0,1.0,2.238444340229634
85972,2163,2007,23,4.795831523312719,"memori, address",1.0,1.0,2.2240762504746314
85974,2170,2007,7,2.6457513110645907,"memori, address",7.0,2.6457513110645907,-2.2288072424311127
85975,2170,2007,33,5.744562646538029,"memori, address",0.0,0.0,2.0357718979276878
85978,2184,2007,25,5.0,"memori, address",8.0,2.8284271247461903,0.06613321545434349
